Customer,text,title,hotel_Name,numberOfReviews,finalRating
peterbW4060UT,"The Hotel has a great location @ the beach. The view is amazing from you’re balcony. But during our stay, the weather  was realy windy, sow it was to dangerous to swim in the sea. But they have a Free shuttle transport to an other beach what was realy relax!
The staff is very kind and the food was good. We had a lovely time overthere. 

Kind regards, enjoy you’re Holliday",Final stay before flight back from Colomb,Thaproban Pavilion Waves,-0.706152867417049,0.4085732826900327
mannat_1435,Very good hotel. Very good hospitality. Staff is amazing. Grilled prawns were amazing. Only hotel doesn't have a beach. It has 2 swiming pool also. Over all good stay. Rooms are very spacious. We hired a cab which helped us to roam around very where.,2 days stay,Thaproban Pavilion Waves,-0.706152867417049,0.4085732826900327
737aarthis,"The space is super lovely, just by the beach. The views are gorgeous! The rooms are spacious and the staff go an above and beyond for all your needs. The waiters are always around, very polite and friendly. Mr Prasad, Tharanga and Samantha are great hosts!",Stay at Thaproban Pavilion,Thaproban Pavilion Waves,-0.706152867417049,0.4085732826900327
hongyiy776,This hotel feels very good. There are 2 swimming pools with great views. I also caught a lot of hermit crabs with my friends on the hotel's small beach. It was a very wonderful night. I think I will stay here next time. Galle surprised me very much during this trip in Sri Lanka. This hotel is even better.,This hotel feels very good. There are 2 swimming pools with great views. I also caught a lot of hermit crabs with my fri,Thaproban Pavilion Waves,-0.706152867417049,0.4085732826900327
504k_vinf,"Very good hotel with nice two swimming pool and beautiful sea view from the main pool. 
Restaurant and bar are greats.

And the best is the staff and the great welcoming and service, thanks again to all the team!! 

Location of the hotel is good, less than 10mn walk to the main beach. 

Recommended!",Great hotel and staff!,Thaproban Pavilion Waves,-0.706152867417049,0.4085732826900327
annabA2425CB,"Все было отлично! Хороший отель и отличный персонал! Хорошие номера , удобное расположение! Приятная цена. Были впервые и очень все понравилось, есть шампунь, гель и бальзамы! Все чисто и аккуратно, грустно уезжать отсюда. Вернемся вновь",Прекрасная шри ланка,Thaproban Pavilion Waves,-0.706152867417049,0.4085732826900327
martad586,"Hotel muy recomendable, en zona tranquila pero cerca de los restaurantes aunque alojándote allí lo mejor es cenar en el hotel, toda la comida excelente, tienen un gran cocinero. Las habitaciones son amplias y cómodas, la piscina grande y el personal del hotel encantador. Ha sido una gran experiencia.",Excelente opción de alojamiento en Unawatuna,Thaproban Pavilion Waves,-0.706152867417049,0.4085732826900327
E3348VYelenag,"Fantástico hotel, la atención del personal maravillosa siempre atento y con una sonrisa. Habitaciones amplias y limpias y muy buenas vistas.
La comida genial y recomendaciones del chef muy buenas.
Existe la opción de disfrutar del spa y además dispone de gimnasio.
Hemos estado muy a gusto y repetiriamos sin dudarlo.",Repetiria sin dudar,Thaproban Pavilion Waves,-0.706152867417049,0.4085732826900327
ainhoar479,"Thaproban Pavilion Waves es un alojamiento 100% recomendable con un personal encantador dispuesto a ayudarte en todo momento, unas instalaciones estupendas y una increíble piscina con vistas al mar. La cocina también espectacular, lo hemos disfrutado mucho, volvería a él sin dudarlo.",Uno de los mejores hoteles de Unawatuna,Thaproban Pavilion Waves,-0.706152867417049,0.4085732826900327
927annemarieo,"De kinderen vonden de zwembaden helemaal fantastisch. Lekkere bedden bij het zwembad en schone handdoeken. Fijne kamers, vriendelijk personeel en lekker eten. Toen wij er waren was de zee te ruw om in te zwemmen en was het slecht weer. Maar, wij vonden het er toch heerlijk.",Fijn einde van onze reis hotel,Thaproban Pavilion Waves,-0.706152867417049,0.4085732826900327
650allak,"Amazing hotel, amazing staff and very beautiful hotel. Spa is also good. There are two pools, very comfortable and beautiful. There are good sea view and tasty breakfasts. We are stay 7 days and there are not any problems. The best hotel in unawatuna.",Good hotel 9/10,Thaproban Pavilion Waves,-0.706152867417049,0.4085732826900327
Murphy777,"Wonderful location and amazing service. We arrived very late at night and were greeted with a friendly smile and a quick check in.
Sandwiches were brought to our room. 
The rooms were well appointed, clean and had all the expected amenities.
Amazing view from the roof top pool. Could have stayed for days!",Lovely start to Sri Lankan holiday - views and service,Regal Reseau Hotel & Spa,-0.8904279411819157,0.4085732826900327
Go499668,"This clean comfortable hotel with a great sea view and excellent roof top pool and bar has a superb sound system which you will experience until 2.00am if you have the misfortune to stay on one of their party nights. And don't expect a trip to reception in your pyjamas to beg them to turn it off to have any effect. Also the transfer we requested never showed to meet us at the airport at 3.00 am. Apart from all that, great spot!",Frustrating,Regal Reseau Hotel & Spa,-0.8904279411819157,-3.1121113872985475
597kamald,Went here for a Friday night splash. This is again is an underrated spot in Negombo Sri Lanka. Amazing bites and interesting cocktails to choose from. Super band to and service to which made out impulse outing a great experience. Will recommend to anyone visiting Negombo and looking for a good time in a decent location ,Friendly Friday ,Regal Reseau Hotel & Spa,-0.8904279411819157,0.4085732826900327
nickoH6581OM,"Duurste hotel van onze reis naar Sri Lanka, maar de minste ervaring van allemaal. Probleem met de kluis werd maar niet opgelost. Zwembad op rooftop is leuk, maar ruim onvoldoende plekken voor de gasten en totaal geen schaduwmogelijkheden. In de avond/nacht veel overlast van enerzijds de rooftopbar en anderzijds de feestlocatie tegenover het hotel.
Na een minder positieve review op booking.com werd ik benaderd door het hotel dat ik 50% terug betaald zou krijgen wanneer ik de review zou verwijderen. Review verwijderd, maar daarna nooit mijn geld terug ontvangen!",Minste ervaring in Sri Lanka,Regal Reseau Hotel & Spa,-0.8904279411819157,-4.285672943961408
F9596WYnoura,"Nice tidy and clean room. Great views at the restaurant and great service. Dinner was included as part of our booking and the menu was limited to 3 choices only, all of which were western - this could be improved to have a wider choice and include local cuisine too. Otherwise everything at this hotel was great!",Clean and nice stay,Regal Reseau Hotel & Spa,-0.8904279411819157,0.4085732826900327
HipsterCityHopper,"It’s a good hotel by Sri Lankan standards: rooms are clean but a bit used,service is nice. 

They have pool with a great view at the top along with the bar. The bar is quite fun, but it's very noisy if you stay on the high floor as we did. 

Restaurant has a nice view and the breakfast was good for Sri Lanka",Good for party vibe,Regal Reseau Hotel & Spa,-0.8904279411819157,-0.7649882739728273
JSanzReig,"Hotel situado en primera línea de playa. Piscina-Bar en la última planta con vistas al mar. Restaurante en la penúltima planta. Puedes comer o cenar, y allí se sirve el desayuno. Servicio de recogida y traslado al aeropuerto de pago. Buena opción a la llegada a Negombo y última noche del viaje. Precio algo más alto de lo normal, pero ten en cuenta las instalaciones.",Buena opción a la llegada y fin de viaje,Regal Reseau Hotel & Spa,-0.8904279411819157,-0.7649882739728273
V4222GKfederical,"Perfetto come punto di appoggio per raggiungere l'aeroporto (30 min d'auto), la struttura è molto bella ed elegante, camere pulite con letti grandi e comodissimi! Colazione  a buffet molto buona, Il punto di forza è sicuramente la piscina a sfioro sul mare all'ultimo piano, ottima per un bagno rinfrescante e godersi il tramonto con un bel cocktail e buona musica! A due passi si trovano vari ristoranti e negozi,consigliatissimo!",Consigliatissimo!,Regal Reseau Hotel & Spa,-0.8904279411819157,0.4085732826900327
alex6670,"Abbiamo soggiornato in questo hotel 3 stelle L ultima notte del nostro tour regalandoci una camera vista oceano all ultimo piano.
La struttura ci aveva colpito per la piscina sul tetto dell albergo e le aspettative sono state premiate considerando anche la bella giornata di sole. Inoltre ci hanno servito una torta per l anniversary day molto gradita ed un late ceck out alle 13 consentendoci di consumare l ultimo pranzo in balcone vista oceano. 5 minuti di tuc tuc per il fish market.
Consigliato anche per il rapporto qualità prezzo.
Manca la quinta stella perché il servizio di ristorazione è gravato da molteplici tasse arrivando al 35% non espressamente indicate nel menu (si parla genericamente oltre tasse) e questo non mi pare corretto perché durante il nostro tour nei menu, laddove presente, era sempre specificato il 10% di service charged. Qui, invece bisogna aggiungere oltre al 10% il 18% VAT e il 2,5% tassa di soggiorno. Insomma una birra da 1000 rupie da menu la pagherai effettivamente 1342,00 rupie e così  le pietanze. Più trasparenza nel menu.",Meriterebbe 5 stelle ma…,Regal Reseau Hotel & Spa,-0.8904279411819157,-0.7649882739728273
ShanthieG,"Our extended family of 8 stayed in July 2024 for three days in three rooms. The rooms were clean and comfortable. We had breakfast in the hotel restaurant, the food was good and the view to the ocean from the window was breath-taking. The staff were friendly and helpful. I loved walking on the beach front just outside the hotel. I was surprised to see a church and a kovil (both facing the ocean) on the beach just a short distance away. At any time of the day, there were fishermen with their boats dragging in their catch. There were several good restaurants available in close proximity for dinner. We enjoyed our stay and would love to visit again.",Good hotel to stay in a nice location,Regal Reseau Hotel & Spa,-0.8904279411819157,0.4085732826900327
selvij2023,Very clean hotel.  Excellent service staff very friendly and helpful.  The food was great and the breakfast good selection.  Very modern hotel we will come back . Keep up your standard .  We appreciate all that you have done for us to make our stay very memorable,Excellent hotel,Regal Reseau Hotel & Spa,-0.8904279411819157,0.4085732826900327
rogerpg777,"Location of hotel was good.  However the site does not inform you that there is a karaoke bar on the 5th floor and a nightclub on the 6th floor.  We booked lateral ocean view rooms and were placed on the 5th and 6th floor - where we had ""doof doof"" music blasting our rooms until well after midnight.  So if you want a night club on your doorstop this is the place for you.  Being in our 60's we did not want this!  Also very little space to sit around the horizon pool  and no shade or place for shade. The beach on this coast is brown and quite windy.  Very clean and great restaurant.",A young person's hotel,Regal Reseau Hotel & Spa,-0.8904279411819157,-1.9385498306356874
492annabelley,"Had an amazing stay at this hotel! All staff were lovely and couldn’t do enough for us, especially Sanje who went the extra mile with his service. Great facilities and a gorgeous sea room with a balcony. Rooftop bar was brilliant, with live music and an infinity pool. Recommend to all!",Lovely stay!,Regal Reseau Hotel & Spa,-0.8904279411819157,0.4085732826900327
Maioha,A group of us enjoyed evening drinks at the rooftop pool and bar at Regal Reseau. The view from thew top of the hotel toward Colombo was magnificent. The only concern was that there was no railing around the edge of the infinity pool - just a metre drop to the water catchment trough and then six stories to the ground. That would not be allowed in Europe.,A very good infinity pool and bar,Regal Reseau Hotel & Spa,-0.8904279411819157,-0.7649882739728273
YourTravelGuy,"Stayed for a few nights during a trip around Sri Lanka and was generally pleased with the hotel.

Welcome and arrival great, friendly reception staff and was issued key cards within a few minutes. 

Room is nice, large comfortable bed with generous space in the room. Good bathroom with rain shower, offering exactly what I needed.

Rooftop pool and bar is stunning, great views of the Indian Ocean, surround beaches and area. I do find it frustrating that there is only 8 sun beds up there, I’d suggest removing some of the cocktail tables during the day to give more sun beds.

Food and drink is good either way plenty of options available.

Overall I’d stay again.",Ok for a short stay!,Regal Reseau Hotel & Spa,-0.8904279411819157,-0.7649882739728273
manucanuck,"Checked in after midnight due to flight schedule. No one came out to help with bags.

Room is dated with very noticeable stains on the inside edges and sinks.
There was a gecko in the room and I was scared so I went down for help, accidentally came across their staff elevator and there were roaches in it it was a nightmare 

Changed to another room it was facing the main road there were barking dogs and car honks occasionally. I slept for only 3 hours the whole night after all these incidents 

Breakfast was just so-so buffet style but there view was nice.

I only chose this place as it’s adverted as 4 star and very affordable, glad I only stayed here a night",More like a 2-3 star hotel,Regal Reseau Hotel & Spa,-0.8904279411819157,-1.9385498306356874
sunimaldab,The food was fabulous.  Cool vibes with Indian ocean as your backdrop. Thoroughly enjoyed with my family . Live music under the stars by the infinity pool . The drinks and bar are in a class of their own .Best chilling hangout in Negombo . Ayubovan!,"Desserts, Divine!",Regal Reseau Hotel & Spa,-0.8904279411819157,0.4085732826900327
Kushatov,"Regal Rèseau Hotel & Spa was our last destination in beautiful Sri Lanka. After a long drive journey it was the best hotel to spent our last two nights in this beautiful property. Our favorite place was roof top pool, the view is fab you will enjoy the sunset view. Sachini was exceptional, she helped a lot.",Friendly and professional staff,Regal Reseau Hotel & Spa,-0.8904279411819157,0.4085732826900327
Z939QHpetrag,"The swimming pool is located on the roof of the hotel and looks nice. The swimming pool is not suitable for families at all. There are too few sunbeds and no parasols and it concerns a small area. Very inconvenient for us with many children. We booked 3 days but wanted to leave the same day. Unfortunately, we did not receive any cooperation from the staff. The result was that guests looked annoyed at the children whenever they splashed something.
The rooms are fine. The bathroom feels a bit small, but the shower is spacious. in the bathroom there is a handy drying rack right above the toilet? Not useful at all. The beach is not suitable for sunbathing and was full of tar during our stay. The amount we paid for this hotel was much higher than what we spent in the past 2 weeks at six other hotels that had better quality than this hotel. We expected more from this hote",Don't go with kids,Regal Reseau Hotel & Spa,-0.8904279411819157,-3.1121113872985475
rameshl744,"As the Director of Cricket at Hibiscus Coast Cricket Club in New Zealand, I had the pleasure of staying at Regal Reseau Hotel Negombo during our U19 cricket tour in Sri Lanka, and I must say it was an outstanding experience.

Firstly, I was impressed by the high-quality service offered by Regal Reseau. The room standards were exceptional, providing us with comfortable and luxurious accommodations throughout our stay. The room service was prompt and attentive, ensuring that all our needs were met efficiently.

The laundry service was also top-notch, which was greatly appreciated as it kept our team's uniforms clean and fresh for our matches. The breakfast options were diverse and delicious, catering to everyone's preferences with plenty of choices available.

One of the highlights of our stay was the superb swimming pool located at the top of the hotel. The pool area was well-maintained and provided a relaxing space for our team to unwind after intense cricket sessions. Additionally, the nightly live music or entertainment added a lively atmosphere to our evenings, making our stay even more enjoyable.

I highly recommend Regal Reseau Hotel Negombo to anyone visiting Sri Lanka. Thank you to the entire team at Regal Reseau for their excellent hospitality and services. Wishing you continued success in the future. 🏏😍❤️",Top Quality Hotel in Negombo,Regal Reseau Hotel & Spa,-0.8904279411819157,0.4085732826900327
AngieNewZealand,"My family & I had an excellent 2 night stay at this hotel. Mike, the Manager was extremely accommodating & helpful as were all the staff.
Our rooms were very spacious and we slept extremely well. This hotel is very well located within an easy walk of the beach with shops, restaurants close by. Breakfast was very tasty with fresh fruit & juice followed by eggs, sausages & tomato with toast to follow.
The pool was wonderful to cool off in after a walk around the area. I highly recommend this hotel. Collection from the airport was seamless. Loved the roof top bar & dining area.",Would definitely stay here again. Charming small hotel.,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
UnaW,"Belmont is a lovely little hotel at a good price and including a reliable airport pick up. It was exactly what we needed on a first night. We loved the large room which was quiet and cool at night. All spotlessly clean. We ate a simple dinner and chatted to the manager who was friendly and helpful to all guests. The breakfast was bountiful and we had delicious Sri Lankan string hoppers, milk rice, coconut rotis and accompanying curries and sambols. Delicious fruit and fresh juice too. Tremendous value and I would certainly stay here again.",Delightful hotel and great value,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
mangarica,"Can’t tell better about this gem.
  The philosophy of this place is just what like , the details in the room, the roof top, the construction is strong and thick so very good for noises.
     Staff perfect, the airport it was almost a limo, included in the price.
  The communication very fluid by wasap with Nirhoda and otheres. 
Now I have my favorite hotel in Negombo.
  Congratulations for the owner or manager or all the team .
  Well done ….

Pd- one suggestion, use filtered water in glass bottles 😊☺️😉.
Pd- Put a vegan dish on the menu 😌😊","Best choice , at this price 22.000rs",Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
g23armstrong,"A lovely hotel with kind and attentive staff with great breakfasts. The hotel is only a short walk to the beach and provides free airport shuttle services. The communication with them before staying to arrange the airport shuttle was great. 

If you’re looking for a location with a lot to do around the hotel, this isn’t the one for you, but if you’re looking for a nice base for the start or end of your holiday, or a break at some point within your holiday, I think this hotel is perfect.",A lovely hotel with kind and attentive staff,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
681gest,"We only stayed one night at this hotel at the beginning of our SL trip, well located for BIA, the team were very helpful in getting our rooms ready early which was greatly appreciated.  Rooms were clean and well appointed and the team v welcoming and helpful.  The Sri Lankan breakfast was good too.",A great place to start our SL trip after long flights,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
lieuwer,"Het hotel heeft een klein zwembadje met weinig zon. De kamers zijn ruim en schoon, maar erg licht, ook als het buiten donker is. De douche is prima, de airco heeft wat meer moeite om de kamer koel te krijgen. Het hotel heeft een dakterras met een bar. Weinig hotelgasten maken hier gebruik van. Hotel ligt op een rustige locatie iets vanaf de weg. Prima voor een nacht.",Rustig hotel met dakterras,Belmont Boutique Hotel,-0.9622639868868638,-0.7649882739728273
Cosmopolitan63326,"A lovely little hotel with fabulous staff and brilliant food. Tucked away in Negombo but great access to all amenities. A perfect place to rest after a flight before continuing your adventure. Very comfortable spacious rooms, a very warm welcome, hugely friendly staff and superb local cuisine.",A fabulous post flight stopover and introduction to Sri Lanka,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
Fitzroytraveller,"We chose the Belmont for its proximity to the airport. Arriving late at night we wanted a close hotel to start our SriLanka holiday. 
It is a lovely hotel. Rooms are large and well appointed. good bed, nice bathroom. Staff very friendly and helpful. The breakfast is outstanding, the sri lankan option delicious - see photo. The pool is very nice. Highly recommedned.",perfect stay,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
rebeccabG4044RH,"Excellent concierge found us a tuk tuk and boat tour at an hour's notice. We loved the rooftop terrace then took a short tuk tuk ride to dinner at a beach restaurant. The rooms were clean and comfortable, the pool was lovely. All staff were welcoming and accommodating.",Great place to stay in Negombo!,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
215ganeshk,"A lovely little hotel also offers airport pick up and drop off, which are included in the hotel price. The room and bathroom are nice and clean.
Rooms – Spacious and inviting, with the option of a very large bed or twin beds. The mattresses, with a firmness rating of 3.5 out of 5, are designed to ensure you have a restful night's sleep. The rooms also feature a sofa and luggage stand for your convenience.
Bathroom – nice bathroom. Shampoo, soap and toilet paper provided.
Restaurant – Great food I absolutely enjoyed the meals. There are plenty of choices, and they are freshly made once placing the order.
Wi-Fi connection – The hotel had a very good Wi-Fi connection
Pool – a small pool is located in this hotel.
Staff – Very friendly and helpful staff.
I will return to this hotel.",A lovely little hotel,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
HelenStevo50,"A great Boutique Hotel only a short drive from the airport. A complimentary transfer was nice. We stayed for 3 nights and really enjoyed our stay here. 
The breakfasts were amazing both English and Sri Lankan. Lunch was awesome too. One of the reasons we chose to stay here was the great reviews for the food and they didn’t disappoint. 
The bed was extremely comfortable, the service was fabulous, the food was excellent and we really enjoyed our pool time. 
Highly recommend this great place to stay whilst in Negombo.",Perfect stay and delicious food 😊,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
6sajadm,"I would like to start with a warm thank you to the staffs as well as the chefs.Their kind gestures made our day.
  
We can’t forget the architecture of the captivating hotel that left us fascinated.

The rooms we’ve got-not to complain were clean and bright-with an alright view.Bathrooms and hygiene products were all set for the better.

The food and desserts are to die for! I appreciate the chefs and workers helping out setting it in an amazing layout;and the clear blue pool next to the neighboring food tables are also peaceful and clean. 

I have no words in what I feel about the rooftop balcony.Really cool and relaxing.

Everything about this boutique hotel is surrounded by an absolute calm atmosphere.I don’t regret one bit staying the vacation along my buddies.

I highly recommend Belmont Boutique Hotel ! :)",My review would help :D,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
Machasgus,"This is a hidden gem. It seems situated in an odd spot but it really is not - fantastic safe location that is close to everything you need. Not that you need to go out for much at all as the staff, food, drinks, pool, rooftop view and well appointed room make it a very hard placd to leave.
The complimentary drop off to airport and ‘can do’ attitude throughout our stay was first class. When we next visit Sri Lanka, this will be our first and then last place to stay. 
Can not speak highly enough of our stay here.",Fantastic way to start and finish beautiful Sri Lanka,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
sylviec66,"Excellent hôtel, clair, lumineux avec de très belles chambres et une excellente literie.
Très calme, convivial, belle piscine et cuisine proposée de qualité et variée. L'accueil est également très chaleureux ! Beau point de chute pour démarrer ou terminer un séjour au Sri Lanka !",HOTEL COCOONING,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
468christopheg,"The hotel's owner has implemented a very effective concept to make this place a technical stopover for Westerners close to the airport.
The rooms are very clean and nicely equipped, and the free shuttle service is very efficient, making it possible to catch a plane in less than 30 minutes.
On the other hand, the place is noisy and the night is trying. The shuttle driver could drive more carefully and sensitively.",Useful concept for the airport,Belmont Boutique Hotel,-0.9622639868868638,-1.9385498306356874
Q489CSstephaniem,"From the moment we arrived on the property I was thoroughly impressed with the service and treatment that was received at the Belmont.  The staff was friendly, welcoming and completely accommodating at all times. I got to know some of them very well and they are truly good people.  The location, views and weather were amazing.  The dining is first rate and eclectic. The room was flawless , comfortable, with amazing beds and pillows: I didn’t want to get out of bed in the morning but I knew that paradise awaited.  I just felt so relaxed, starting the morning with healthy breakfast and then a swim in the pool which was spotless and impressive and never crowded.  Then afternoon at the beach. If it didn’t take a full 24 hours to get there, my husband and I would definitely return every year!!!",Perfection in Paradise,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
I9959WSangied,"A hidden gem in paradise… Incredible from the moment of check-in until departure. I didn’t want to leave!!

After a never ending flight and travel to the hotel one can only hope for a smooth check -in to get into the room and fast as possible!

We were picked up from the airport (complimentary) and driven a short distance to the hotel and were greeted with smiles and efficiency. 

I’ve worked in luxury hotels in NYC for over twenty years and I am familiar with the standard operating procedures that are required to get star rating and I have to say that the staff went above and beyond meeting and anticipating expectations.

The rooms were subtle and minimal which i love and housekeeping was superb!!! The rooftop bar and food were excellent and I want to compliment the chef and everyone in food service. They are attentive, efficient and always smiling. 

The pool and close access to the beach were excellent and after 5 days of being on vacation I can’t wait to return to NYC and get back to work but I really did not want to leave.

Highly recommend this place in paradise!!!",Hidden Gem in Paradise,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
chrisgV992PG,"This was one of the finest experiences I’ve ever had traveling abroad. 

The staff and service were way beyond expectations. 

The room was comfortable and luxurious 
We had a gorgeous view of the beach and almost didn’t want to go sightseeing 

And the food was amazing and best Sri Lankan chicken curry. 

The rooftop bar was epic with view of 360 degrees of all the coconut trees and sea. 

Can’t wait to come back",Take me back,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
Ged570,"This hotel was absolutely beautiful in every way. A great peaceful location and spotlessly clean. The staff were amazing, friendly and helpful.  They provided a free airport pickup then provided a special service. The included breakfast was also excellent I would recommend the hotel to any travellers without hesitation.",Beautiful hotel,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
ravishana2023,"We had an amazing family outing with great food, very comfortable room and warm accommodation by the staff. 
From the time we checked in the staff was very welcoming and attentive. The family enjoyed the lovely pool as well. Thank you and would like to come again.",Amazing Stay,Belmont Boutique Hotel,-0.9622639868868638,0.4085732826900327
Ricciolidoro80,"Dammika è persona molto professionale, cortese e disponibile. Ci siamo trovati molto bene. La stanza era bellissima e la colazione è stata di ottimo livello. Ringraziamo Dammika per averci aiutato con un problema che abbiamo avuto durante il nostro soggiorno. Decentrato rispetto al centro di Ella ma facilmente raggiungibile con una breve passeggiata anche di sera senza incorrere in pericoli. Comodo per raggiungere il ponte dei nove archi e il Little Adam's Peak",Consigliato,The One Ella,-1.002086142658085,0.4085732826900327
844johannem,"What a place to stay! Everything you need inside, view is spectacular & hard to beat!
On the trail to Little Adam’s Peak & bush walk to Nine Arches Bridge.
Breakfast to order served on the balcony.
Host (Dom) is super helpful & friendly.
Highly recommended particularly as there’s 2 rooms to stay.",Heaven in Ella,The One Ella,-1.002086142658085,0.4085732826900327
Go15611015570,"We huurden met ons gezin (5p) beide lodges af, om van daaruit Ella te verkennen.
De huisjes liggen net buiten het centrum, rustig gelegen, weg van het verkeer.  Maar toch dichtbij andere hotels en restaurantjes. 
Mooi verzicht vanop de terrasjes op de groene heuvels.
Uitstekende bedden.
Alles aanwezig: First-aid, toiletgerief ( tandenborstel, zeepjes,.. .tot scheergerief)
Koelkast, gevuld met water, melk en biertjes.
Uitstekende bedden!
Verzorgd en uitgebreid ontbijt.
Kortom een uitstekende locatie!",Leuke verblijfplaats!,The One Ella,-1.002086142658085,0.4085732826900327
Fitzroytraveller,"The One Ella is a great find. The room is spacious, great touches with built furniture by Dom, v good bathroom, quiet and terrific breakfast. The outlook from the verandah where we have breakfast is breathtaking. It is very well located about 1km from the centre of Ella, can walk in a bit over 10 mins or take a tuk tuk for 500 SLR. very close to little adams peak, the zipline and a 20 walk to view 9 arches bridge. There are good restaurants nearby, we loved Eden, delicious food.
Dom is the perfect host, attentive, and obliging. His ""crew"" also great.
breakfast is delicious and Dom evem spurces decent rye bread!!!!! 
We cannot speak any more highly about this place...great find!!!!","Fabulous, wonderful caring service, great rooms",The One Ella,-1.002086142658085,0.4085732826900327
detlefb847,Viele Stufen hochsteigen und man ist in einer traumhaften Unterkunft mit dem Blick von oben auf Ella und die Umgebung. Frühstück auf der Terrasse serviert und ab dem Morgen alles genießen. Aufmerksames Personal und viele Möglichkeiten der Freizeitgestaltung durch Wanderungen oder Relaxen in einer Freizeiteinrichtung in der Nähe.,Nur positiv. Es fehlt an nichts und man fühlt sich einfach wohl.,The One Ella,-1.002086142658085,0.4085732826900327
Josephsson,"Der Host und seine Mitarbeiter sind sehr aufmerksam, freundlich und haben sich gut um uns gekümmert. Zimmer hat alles was man braucht und ist sehr sauber. Die Beschreibung der Fotos ist exakt. Lage ist perfekt liegt direkt als Ausgangspunkt zum Little Adams Peak und zur Nine Arch Bridge. Aber trotzdem ein wenig abseits vom Trubel der Main Street, sodass man gut und ruhig schlafen kann! Traumhafte Aussicht von der Terrasse von wo aus auch das leckere Frühstück serviert wird. Klare Empfehlung!",Traumhafte Aussicht. Perfektes Ferienhaus.,The One Ella,-1.002086142658085,0.4085732826900327
emilybS1055BT,"Dom is amazing along with his beautiful bungalow! The breakfast in the morning is the best we have had since being in Southeast Asia! He goes above and beyond to make you comfortable!!! It is on the road up to Little Adams peak and it is down the road from the Nine Arch Bridge, so you are centrally located to get to both attractions. There are restaurants around here, but get to town. It’s about a 15 minute walk or you can get a Tuk Tuk. Amazing views for your porch!!!",Wonderful,The One Ella,-1.002086142658085,0.4085732826900327
hpat,"We stayed for 2nights at The One, and it was perfect. The detached unit is well-designed, spotlessly clean, and has some great touches only found at small boutique places like this. 

For instance, outside the room is a patio with sofa, dining table, and a hammock. It overlooks the beautiful Ella greenery. 
Inside, the bed is large and comfortable, and the bathroom is clean and modern. It includes toiletries, shower gel, shampoo etc, drinking water, a fridge, etc. 

A fabulous breakfast is served on the private patio. A delicious sri lankan omelette, toast, pancake, fresh fruits, smoothie, etc. 

Hospitality by Dom, the owner, and his two staff members is excellent. 
The location is very convenient, right on the pathway to Little Adams peak. A great view of nine arches bridge was just a short hike away too. 

We would thoroughly recommend it to anyone. Hope to be back one day!",Excellent 2night stay in beautiful Ella,The One Ella,-1.002086142658085,0.4085732826900327
E8898AD_,"К сожалению хозяин оказался крайне не приятным человеком. Сразу повысил цену, после доказательств, что цена была договорная другая, согласился. Взял деньги, попросил 10 мин для уборки номера(время было после 19:00. Через несколько минут отказался нас заселять без объяснения причин. Мы с друзьями снимали 2 номера, я с женой и друзьям - муж, жена и их сын. Рядом много отелей, заселились в соседний, оказалось лучше место, дешевле и принятый персонал. Такой вот опыт.","Не приятная ситуация, когда сам хозяин отеля так ведёт себя с посетителями.",The One Ella,-1.002086142658085,-4.285672943961408
senoritajazzy,"This was a very lovely stay. The place is a cabin with glass windows facing the beautiful mountain view. Very clean and modern design with all the amenities one would require. Very conveniently located to the Little Adams Peak trail, the nine-arch bridge  and the shops and restaurants. The owner, Dom, was fantastic and friendly. Breakfast was great, enjoyed on our balcony facing the lovely view. We will definitely come back. ",Fabulous ,The One Ella,-1.002086142658085,0.4085732826900327
544juliana,"We stayed for one day and night at One Ella. It was one of the most memorable experience of our 1 week Srilanka trip. 

Highlights were - hospitality of the owner Dom, breathtaking view overlooking mountains and tea garden, very tastefully designed chalets with a balcony facing the mountains where we had delicious breakfast.

It is located 20-30 minutes walking distance from Little Adam's peak and also 10 min drive from the vibrant Ella town. So, it is  well placed.

Thank you Dom for the memorable experience ",Mountain facing stay at Ella,The One Ella,-1.002086142658085,0.4085732826900327
